ID,Origin,Site,Mine,Storage,Rep,Cu,OD,Primary_Key,Time,Media
1,B_B10,B,TECK,CR,1,0,0.017,B_B10BTECKCR10,0,1:10LB
1,B_B10,B,TECK,CR,1,0,0.179,B_B10BTECKCR10,6,1:10LB
1,B_B10,B,TECK,CR,1,0,0.375,B_B10BTECKCR10,12,1:10LB
1,B_B10,B,TECK,CR,1,0,0.447,B_B10BTECKCR10,18,1:10LB
1,B_B10,B,TECK,CR,1,0,0.49,B_B10BTECKCR10,24,1:10LB
1,B_B10,B,TECK,CR,1,0,0.55,B_B10BTECKCR10,45,1:10LB
1,B_B10,B,TECK,CR,1,0,0.556,B_B10BTECKCR10,48,1:10LB
1,B_B10,B,TECK,CR,1,0,0.554,B_B10BTECKCR10,60,1:10LB
1,B_B10,B,TECK,CR,1,0,0.566,B_B10BTECKCR10,72,1:10LB
1,B_B10,B,TECK,CR,1,0,0.583,B_B10BTECKCR10,84,1:10LB
1,B_B10,B,TECK,CR,1,0,0.605,B_B10BTECKCR10,96,1:10LB
2,B_B10,B,TECK,CR,1,150,0.005,B_B10BTECKCR1150,0,1:10LB
2,B_B10,B,TECK,CR,1,150,0.01,B_B10BTECKCR1150,6,1:10LB
2,B_B10,B,TECK,CR,1,150,0.011,B_B10BTECKCR1150,12,1:10LB
2,B_B10,B,TECK,CR,1,150,0.013,B_B10BTECKCR1150,18,1:10LB
2,B_B10,B,TECK,CR,1,150,0.022,B_B10BTECKCR1150,24,1:10LB
2,B_B10,B,TECK,CR,1,150,0.392,B_B10BTECKCR1150,45,1:10LB
2,B_B10,B,TECK,CR,1,150,0.424,B_B10BTECKCR1150,48,1:10LB
2,B_B10,B,TECK,CR,1,150,0.446,B_B10BTECKCR1150,60,1:10LB
2,B_B10,B,TECK,CR,1,150,0.461,B_B10BTECKCR1150,72,1:10LB
2,B_B10,B,TECK,CR,1,150,0.439,B_B10BTECKCR1150,84,1:10LB
2,B_B10,B,TECK,CR,1,150,0.403,B_B10BTECKCR1150,96,1:10LB
3,B_B10,B,TECK,CR,1,300,0,B_B10BTECKCR1300,0,1:10LB
3,B_B10,B,TECK,CR,1,300,0,B_B10BTECKCR1300,6,1:10LB
3,B_B10,B,TECK,CR,1,300,0,B_B10BTECKCR1300,12,1:10LB
3,B_B10,B,TECK,CR,1,300,0,B_B10BTECKCR1300,18,1:10LB
3,B_B10,B,TECK,CR,1,300,0,B_B10BTECKCR1300,24,1:10LB
3,B_B10,B,TECK,CR,1,300,0.004,B_B10BTECKCR1300,45,1:10LB
3,B_B10,B,TECK,CR,1,300,0.013,B_B10BTECKCR1300,48,1:10LB
3,B_B10,B,TECK,CR,1,300,0.022,B_B10BTECKCR1300,60,1:10LB
3,B_B10,B,TECK,CR,1,300,0.022,B_B10BTECKCR1300,72,1:10LB
3,B_B10,B,TECK,CR,1,300,0.017,B_B10BTECKCR1300,84,1:10LB
3,B_B10,B,TECK,CR,1,300,0.008,B_B10BTECKCR1300,96,1:10LB
4,B_B10,B,TECK,CR,1,600,0.006,B_B10BTECKCR1600,0,1:10LB
4,B_B10,B,TECK,CR,1,600,0.009,B_B10BTECKCR1600,6,1:10LB
4,B_B10,B,TECK,CR,1,600,0.012,B_B10BTECKCR1600,12,1:10LB
4,B_B10,B,TECK,CR,1,600,0.012,B_B10BTECKCR1600,18,1:10LB
4,B_B10,B,TECK,CR,1,600,0.013,B_B10BTECKCR1600,24,1:10LB
4,B_B10,B,TECK,CR,1,600,0.013,B_B10BTECKCR1600,45,1:10LB
4,B_B10,B,TECK,CR,1,600,0.014,B_B10BTECKCR1600,48,1:10LB
4,B_B10,B,TECK,CR,1,600,0.015,B_B10BTECKCR1600,60,1:10LB
4,B_B10,B,TECK,CR,1,600,0.015,B_B10BTECKCR1600,72,1:10LB
4,B_B10,B,TECK,CR,1,600,0.015,B_B10BTECKCR1600,84,1:10LB
4,B_B10,B,TECK,CR,1,600,0.017,B_B10BTECKCR1600,96,1:10LB
5,B_B10,B,TECK,CR,1,750,0,B_B10BTECKCR1750,0,1:10LB
5,B_B10,B,TECK,CR,1,750,0,B_B10BTECKCR1750,6,1:10LB
5,B_B10,B,TECK,CR,1,750,0,B_B10BTECKCR1750,12,1:10LB
5,B_B10,B,TECK,CR,1,750,0.002,B_B10BTECKCR1750,18,1:10LB
5,B_B10,B,TECK,CR,1,750,0.004,B_B10BTECKCR1750,24,1:10LB
5,B_B10,B,TECK,CR,1,750,0.008,B_B10BTECKCR1750,45,1:10LB
5,B_B10,B,TECK,CR,1,750,0.009,B_B10BTECKCR1750,48,1:10LB
5,B_B10,B,TECK,CR,1,750,0.009,B_B10BTECKCR1750,60,1:10LB
5,B_B10,B,TECK,CR,1,750,0.009,B_B10BTECKCR1750,72,1:10LB
5,B_B10,B,TECK,CR,1,750,0.01,B_B10BTECKCR1750,84,1:10LB
5,B_B10,B,TECK,CR,1,750,0.011,B_B10BTECKCR1750,96,1:10LB
6,B_B10,B,TECK,CR,1,1200,0.011,B_B10BTECKCR11200,0,1:10LB
6,B_B10,B,TECK,CR,1,1200,0.012,B_B10BTECKCR11200,6,1:10LB
6,B_B10,B,TECK,CR,1,1200,0.013,B_B10BTECKCR11200,12,1:10LB
6,B_B10,B,TECK,CR,1,1200,0.002,B_B10BTECKCR11200,18,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,24,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,45,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,48,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,60,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,72,1:10LB
6,B_B10,B,TECK,CR,1,1200,0,B_B10BTECKCR11200,84,1:10LB
6,B_B10,B,TECK,CR,1,1200,0.016,B_B10BTECKCR11200,96,1:10LB
7,B_B10,B,TECK,CR,2,0,0.017,B_B10BTECKCR20,0,1:10LB
7,B_B10,B,TECK,CR,2,0,0.172,B_B10BTECKCR20,6,1:10LB
7,B_B10,B,TECK,CR,2,0,0.368,B_B10BTECKCR20,12,1:10LB
7,B_B10,B,TECK,CR,2,0,0.43,B_B10BTECKCR20,18,1:10LB
7,B_B10,B,TECK,CR,2,0,0.477,B_B10BTECKCR20,24,1:10LB
7,B_B10,B,TECK,CR,2,0,0.542,B_B10BTECKCR20,45,1:10LB
7,B_B10,B,TECK,CR,2,0,0.55,B_B10BTECKCR20,48,1:10LB
7,B_B10,B,TECK,CR,2,0,0.559,B_B10BTECKCR20,60,1:10LB
7,B_B10,B,TECK,CR,2,0,0.566,B_B10BTECKCR20,72,1:10LB
7,B_B10,B,TECK,CR,2,0,0.58,B_B10BTECKCR20,84,1:10LB
7,B_B10,B,TECK,CR,2,0,0.6,B_B10BTECKCR20,96,1:10LB
8,B_B10,B,TECK,CR,2,150,0.015,B_B10BTECKCR2150,0,1:10LB
8,B_B10,B,TECK,CR,2,150,0.02,B_B10BTECKCR2150,6,1:10LB
8,B_B10,B,TECK,CR,2,150,0.02,B_B10BTECKCR2150,12,1:10LB
8,B_B10,B,TECK,CR,2,150,0.022,B_B10BTECKCR2150,18,1:10LB
8,B_B10,B,TECK,CR,2,150,0.022,B_B10BTECKCR2150,24,1:10LB
8,B_B10,B,TECK,CR,2,150,0.355,B_B10BTECKCR2150,45,1:10LB
8,B_B10,B,TECK,CR,2,150,0.398,B_B10BTECKCR2150,48,1:10LB
8,B_B10,B,TECK,CR,2,150,0.441,B_B10BTECKCR2150,60,1:10LB
8,B_B10,B,TECK,CR,2,150,0.464,B_B10BTECKCR2150,72,1:10LB
8,B_B10,B,TECK,CR,2,150,0.451,B_B10BTECKCR2150,84,1:10LB
8,B_B10,B,TECK,CR,2,150,0.42,B_B10BTECKCR2150,96,1:10LB
9,B_B10,B,TECK,CR,2,300,0.02,B_B10BTECKCR2300,0,1:10LB
9,B_B10,B,TECK,CR,2,300,0.019,B_B10BTECKCR2300,6,1:10LB
9,B_B10,B,TECK,CR,2,300,0.019,B_B10BTECKCR2300,12,1:10LB
9,B_B10,B,TECK,CR,2,300,0.022,B_B10BTECKCR2300,18,1:10LB
9,B_B10,B,TECK,CR,2,300,0.021,B_B10BTECKCR2300,24,1:10LB
9,B_B10,B,TECK,CR,2,300,0.022,B_B10BTECKCR2300,45,1:10LB
9,B_B10,B,TECK,CR,2,300,0.023,B_B10BTECKCR2300,48,1:10LB
9,B_B10,B,TECK,CR,2,300,0.027,B_B10BTECKCR2300,60,1:10LB
9,B_B10,B,TECK,CR,2,300,0.036,B_B10BTECKCR2300,72,1:10LB
9,B_B10,B,TECK,CR,2,300,0.037,B_B10BTECKCR2300,84,1:10LB
9,B_B10,B,TECK,CR,2,300,0.036,B_B10BTECKCR2300,96,1:10LB
10,B_B10,B,TECK,CR,2,600,0.013,B_B10BTECKCR2600,0,1:10LB
10,B_B10,B,TECK,CR,2,600,0.014,B_B10BTECKCR2600,6,1:10LB
10,B_B10,B,TECK,CR,2,600,0.016,B_B10BTECKCR2600,12,1:10LB
10,B_B10,B,TECK,CR,2,600,0.017,B_B10BTECKCR2600,18,1:10LB
10,B_B10,B,TECK,CR,2,600,0.016,B_B10BTECKCR2600,24,1:10LB
10,B_B10,B,TECK,CR,2,600,0.018,B_B10BTECKCR2600,45,1:10LB
10,B_B10,B,TECK,CR,2,600,0.017,B_B10BTECKCR2600,48,1:10LB
10,B_B10,B,TECK,CR,2,600,0.02,B_B10BTECKCR2600,60,1:10LB
10,B_B10,B,TECK,CR,2,600,0.018,B_B10BTECKCR2600,72,1:10LB
10,B_B10,B,TECK,CR,2,600,0.018,B_B10BTECKCR2600,84,1:10LB
10,B_B10,B,TECK,CR,2,600,0.019,B_B10BTECKCR2600,96,1:10LB
11,B_B10,B,TECK,CR,2,750,0,B_B10BTECKCR2750,0,1:10LB
11,B_B10,B,TECK,CR,2,750,0,B_B10BTECKCR2750,6,1:10LB
11,B_B10,B,TECK,CR,2,750,0,B_B10BTECKCR2750,12,1:10LB
11,B_B10,B,TECK,CR,2,750,0,B_B10BTECKCR2750,18,1:10LB
11,B_B10,B,TECK,CR,2,750,0,B_B10BTECKCR2750,24,1:10LB
11,B_B10,B,TECK,CR,2,750,0.007,B_B10BTECKCR2750,45,1:10LB
11,B_B10,B,TECK,CR,2,750,0.005,B_B10BTECKCR2750,48,1:10LB
11,B_B10,B,TECK,CR,2,750,0.006,B_B10BTECKCR2750,60,1:10LB
11,B_B10,B,TECK,CR,2,750,0.006,B_B10BTECKCR2750,72,1:10LB
11,B_B10,B,TECK,CR,2,750,0.007,B_B10BTECKCR2750,84,1:10LB
11,B_B10,B,TECK,CR,2,750,0.008,B_B10BTECKCR2750,96,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.008,B_B10BTECKCR21200,0,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.01,B_B10BTECKCR21200,6,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.01,B_B10BTECKCR21200,12,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.012,B_B10BTECKCR21200,18,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.011,B_B10BTECKCR21200,24,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.013,B_B10BTECKCR21200,45,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.012,B_B10BTECKCR21200,48,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.013,B_B10BTECKCR21200,60,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.013,B_B10BTECKCR21200,72,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.015,B_B10BTECKCR21200,84,1:10LB
12,B_B10,B,TECK,CR,2,1200,0.015,B_B10BTECKCR21200,96,1:10LB
13,B_B10,B,TECK,CR,3,0,0.019,B_B10BTECKCR30,0,1:10LB
13,B_B10,B,TECK,CR,3,0,0.189,B_B10BTECKCR30,6,1:10LB
13,B_B10,B,TECK,CR,3,0,0.378,B_B10BTECKCR30,12,1:10LB
13,B_B10,B,TECK,CR,3,0,0.445,B_B10BTECKCR30,18,1:10LB
13,B_B10,B,TECK,CR,3,0,0.472,B_B10BTECKCR30,24,1:10LB
13,B_B10,B,TECK,CR,3,0,0.549,B_B10BTECKCR30,45,1:10LB
13,B_B10,B,TECK,CR,3,0,0.554,B_B10BTECKCR30,48,1:10LB
13,B_B10,B,TECK,CR,3,0,0.555,B_B10BTECKCR30,60,1:10LB
13,B_B10,B,TECK,CR,3,0,0.586,B_B10BTECKCR30,72,1:10LB
13,B_B10,B,TECK,CR,3,0,0.57,B_B10BTECKCR30,84,1:10LB
13,B_B10,B,TECK,CR,3,0,0.594,B_B10BTECKCR30,96,1:10LB
14,B_B10,B,TECK,CR,3,150,0.015,B_B10BTECKCR3150,0,1:10LB
14,B_B10,B,TECK,CR,3,150,0.017,B_B10BTECKCR3150,6,1:10LB
14,B_B10,B,TECK,CR,3,150,0.017,B_B10BTECKCR3150,12,1:10LB
14,B_B10,B,TECK,CR,3,150,0.017,B_B10BTECKCR3150,18,1:10LB
14,B_B10,B,TECK,CR,3,150,0.018,B_B10BTECKCR3150,24,1:10LB
14,B_B10,B,TECK,CR,3,150,0.319,B_B10BTECKCR3150,45,1:10LB
14,B_B10,B,TECK,CR,3,150,0.378,B_B10BTECKCR3150,48,1:10LB
14,B_B10,B,TECK,CR,3,150,0.45,B_B10BTECKCR3150,60,1:10LB
14,B_B10,B,TECK,CR,3,150,0.456,B_B10BTECKCR3150,72,1:10LB
14,B_B10,B,TECK,CR,3,150,0.456,B_B10BTECKCR3150,84,1:10LB
14,B_B10,B,TECK,CR,3,150,0.436,B_B10BTECKCR3150,96,1:10LB
15,B_B10,B,TECK,CR,3,300,0.015,B_B10BTECKCR3300,0,1:10LB
15,B_B10,B,TECK,CR,3,300,0.019,B_B10BTECKCR3300,6,1:10LB
15,B_B10,B,TECK,CR,3,300,0.019,B_B10BTECKCR3300,12,1:10LB
15,B_B10,B,TECK,CR,3,300,0.02,B_B10BTECKCR3300,18,1:10LB
15,B_B10,B,TECK,CR,3,300,0.021,B_B10BTECKCR3300,24,1:10LB
15,B_B10,B,TECK,CR,3,300,0.021,B_B10BTECKCR3300,45,1:10LB
15,B_B10,B,TECK,CR,3,300,0.02,B_B10BTECKCR3300,48,1:10LB
15,B_B10,B,TECK,CR,3,300,0.021,B_B10BTECKCR3300,60,1:10LB
15,B_B10,B,TECK,CR,3,300,0.021,B_B10BTECKCR3300,72,1:10LB
15,B_B10,B,TECK,CR,3,300,0.025,B_B10BTECKCR3300,84,1:10LB
15,B_B10,B,TECK,CR,3,300,0.033,B_B10BTECKCR3300,96,1:10LB
16,B_B10,B,TECK,CR,3,600,0.017,B_B10BTECKCR3600,0,1:10LB
16,B_B10,B,TECK,CR,3,600,0.016,B_B10BTECKCR3600,6,1:10LB
16,B_B10,B,TECK,CR,3,600,0.018,B_B10BTECKCR3600,12,1:10LB
16,B_B10,B,TECK,CR,3,600,0.018,B_B10BTECKCR3600,18,1:10LB
16,B_B10,B,TECK,CR,3,600,0.018,B_B10BTECKCR3600,24,1:10LB
16,B_B10,B,TECK,CR,3,600,0.02,B_B10BTECKCR3600,45,1:10LB
16,B_B10,B,TECK,CR,3,600,0.018,B_B10BTECKCR3600,48,1:10LB
16,B_B10,B,TECK,CR,3,600,0.019,B_B10BTECKCR3600,60,1:10LB
16,B_B10,B,TECK,CR,3,600,0.02,B_B10BTECKCR3600,72,1:10LB
16,B_B10,B,TECK,CR,3,600,0.019,B_B10BTECKCR3600,84,1:10LB
16,B_B10,B,TECK,CR,3,600,0.019,B_B10BTECKCR3600,96,1:10LB
17,B_B10,B,TECK,CR,3,750,0.019,B_B10BTECKCR3750,0,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,6,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,12,1:10LB
17,B_B10,B,TECK,CR,3,750,0.022,B_B10BTECKCR3750,18,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,24,1:10LB
17,B_B10,B,TECK,CR,3,750,0.022,B_B10BTECKCR3750,45,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,48,1:10LB
17,B_B10,B,TECK,CR,3,750,0.021,B_B10BTECKCR3750,60,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,72,1:10LB
17,B_B10,B,TECK,CR,3,750,0.02,B_B10BTECKCR3750,84,1:10LB
17,B_B10,B,TECK,CR,3,750,0.019,B_B10BTECKCR3750,96,1:10LB
18,B_B10,B,TECK,CR,3,1200,0,B_B10BTECKCR31200,0,1:10LB
18,B_B10,B,TECK,CR,3,1200,0,B_B10BTECKCR31200,6,1:10LB
18,B_B10,B,TECK,CR,3,1200,0,B_B10BTECKCR31200,12,1:10LB
18,B_B10,B,TECK,CR,3,1200,0,B_B10BTECKCR31200,18,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.003,B_B10BTECKCR31200,24,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.006,B_B10BTECKCR31200,45,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.007,B_B10BTECKCR31200,48,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.009,B_B10BTECKCR31200,60,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.009,B_B10BTECKCR31200,72,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.01,B_B10BTECKCR31200,84,1:10LB
18,B_B10,B,TECK,CR,3,1200,0.01,B_B10BTECKCR31200,96,1:10LB
19,B_B2,B,TECK,CR,1,0,0.007,B_B2BTECKCR10,0,1:10LB
19,B_B2,B,TECK,CR,1,0,0.149,B_B2BTECKCR10,6,1:10LB
19,B_B2,B,TECK,CR,1,0,0.307,B_B2BTECKCR10,12,1:10LB
19,B_B2,B,TECK,CR,1,0,0.429,B_B2BTECKCR10,18,1:10LB
19,B_B2,B,TECK,CR,1,0,0.433,B_B2BTECKCR10,24,1:10LB
19,B_B2,B,TECK,CR,1,0,0.498,B_B2BTECKCR10,45,1:10LB
19,B_B2,B,TECK,CR,1,0,0.498,B_B2BTECKCR10,48,1:10LB
19,B_B2,B,TECK,CR,1,0,0.483,B_B2BTECKCR10,60,1:10LB
19,B_B2,B,TECK,CR,1,0,0.433,B_B2BTECKCR10,72,1:10LB
19,B_B2,B,TECK,CR,1,0,0.455,B_B2BTECKCR10,84,1:10LB
19,B_B2,B,TECK,CR,1,0,0.365,B_B2BTECKCR10,96,1:10LB
20,B_B2,B,TECK,CR,1,150,0.016,B_B2BTECKCR1150,0,1:10LB
20,B_B2,B,TECK,CR,1,150,0.009,B_B2BTECKCR1150,6,1:10LB
20,B_B2,B,TECK,CR,1,150,0.007,B_B2BTECKCR1150,12,1:10LB
20,B_B2,B,TECK,CR,1,150,0.005,B_B2BTECKCR1150,18,1:10LB
20,B_B2,B,TECK,CR,1,150,0.005,B_B2BTECKCR1150,24,1:10LB
20,B_B2,B,TECK,CR,1,150,0.146,B_B2BTECKCR1150,45,1:10LB
20,B_B2,B,TECK,CR,1,150,0.228,B_B2BTECKCR1150,48,1:10LB
20,B_B2,B,TECK,CR,1,150,0.416,B_B2BTECKCR1150,60,1:10LB
20,B_B2,B,TECK,CR,1,150,0.488,B_B2BTECKCR1150,72,1:10LB
20,B_B2,B,TECK,CR,1,150,0.473,B_B2BTECKCR1150,84,1:10LB
20,B_B2,B,TECK,CR,1,150,0.448,B_B2BTECKCR1150,96,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,0,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,6,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,12,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,18,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,24,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,45,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,48,1:10LB
21,B_B2,B,TECK,CR,1,300,0,B_B2BTECKCR1300,60,1:10LB
21,B_B2,B,TECK,CR,1,300,0.002,B_B2BTECKCR1300,72,1:10LB
21,B_B2,B,TECK,CR,1,300,0.007,B_B2BTECKCR1300,84,1:10LB
21,B_B2,B,TECK,CR,1,300,0.002,B_B2BTECKCR1300,96,1:10LB
22,B_B2,B,TECK,CR,1,600,0.005,B_B2BTECKCR1600,0,1:10LB
22,B_B2,B,TECK,CR,1,600,0.007,B_B2BTECKCR1600,6,1:10LB
22,B_B2,B,TECK,CR,1,600,0.01,B_B2BTECKCR1600,12,1:10LB
22,B_B2,B,TECK,CR,1,600,0.009,B_B2BTECKCR1600,18,1:10LB
22,B_B2,B,TECK,CR,1,600,0.009,B_B2BTECKCR1600,24,1:10LB
22,B_B2,B,TECK,CR,1,600,0.01,B_B2BTECKCR1600,45,1:10LB
22,B_B2,B,TECK,CR,1,600,0.011,B_B2BTECKCR1600,48,1:10LB
22,B_B2,B,TECK,CR,1,600,0.01,B_B2BTECKCR1600,60,1:10LB
22,B_B2,B,TECK,CR,1,600,0.012,B_B2BTECKCR1600,72,1:10LB
22,B_B2,B,TECK,CR,1,600,0.011,B_B2BTECKCR1600,84,1:10LB
22,B_B2,B,TECK,CR,1,600,0.013,B_B2BTECKCR1600,96,1:10LB
23,B_B2,B,TECK,CR,1,750,0.048,B_B2BTECKCR1750,0,1:10LB
23,B_B2,B,TECK,CR,1,750,0.042,B_B2BTECKCR1750,6,1:10LB
23,B_B2,B,TECK,CR,1,750,0.034,B_B2BTECKCR1750,12,1:10LB
23,B_B2,B,TECK,CR,1,750,0.028,B_B2BTECKCR1750,18,1:10LB
23,B_B2,B,TECK,CR,1,750,0.026,B_B2BTECKCR1750,24,1:10LB
23,B_B2,B,TECK,CR,1,750,0.022,B_B2BTECKCR1750,45,1:10LB
23,B_B2,B,TECK,CR,1,750,0.021,B_B2BTECKCR1750,48,1:10LB
23,B_B2,B,TECK,CR,1,750,0.018,B_B2BTECKCR1750,60,1:10LB
23,B_B2,B,TECK,CR,1,750,0.017,B_B2BTECKCR1750,72,1:10LB
23,B_B2,B,TECK,CR,1,750,0.015,B_B2BTECKCR1750,84,1:10LB
23,B_B2,B,TECK,CR,1,750,0.015,B_B2BTECKCR1750,96,1:10LB
24,B_B2,B,TECK,CR,1,1200,0.006,B_B2BTECKCR11200,0,1:10LB
24,B_B2,B,TECK,CR,1,1200,0.009,B_B2BTECKCR11200,6,1:10LB
24,B_B2,B,TECK,CR,1,1200,0.007,B_B2BTECKCR11200,12,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,18,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,24,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,45,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,48,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,60,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,72,1:10LB
24,B_B2,B,TECK,CR,1,1200,0,B_B2BTECKCR11200,84,1:10LB
24,B_B2,B,TECK,CR,1,1200,0.01,B_B2BTECKCR11200,96,1:10LB
25,B_B2,B,TECK,CR,2,0,0.014,B_B2BTECKCR20,0,1:10LB
25,B_B2,B,TECK,CR,2,0,0.179,B_B2BTECKCR20,6,1:10LB
25,B_B2,B,TECK,CR,2,0,0.3,B_B2BTECKCR20,12,1:10LB
25,B_B2,B,TECK,CR,2,0,0.414,B_B2BTECKCR20,18,1:10LB
25,B_B2,B,TECK,CR,2,0,0.425,B_B2BTECKCR20,24,1:10LB
25,B_B2,B,TECK,CR,2,0,0.504,B_B2BTECKCR20,45,1:10LB
25,B_B2,B,TECK,CR,2,0,0.51,B_B2BTECKCR20,48,1:10LB
25,B_B2,B,TECK,CR,2,0,0.495,B_B2BTECKCR20,60,1:10LB
25,B_B2,B,TECK,CR,2,0,0.455,B_B2BTECKCR20,72,1:10LB
25,B_B2,B,TECK,CR,2,0,0.439,B_B2BTECKCR20,84,1:10LB
25,B_B2,B,TECK,CR,2,0,0.433,B_B2BTECKCR20,96,1:10LB
26,B_B2,B,TECK,CR,2,150,0.054,B_B2BTECKCR2150,0,1:10LB
26,B_B2,B,TECK,CR,2,150,0.043,B_B2BTECKCR2150,6,1:10LB
26,B_B2,B,TECK,CR,2,150,0.038,B_B2BTECKCR2150,12,1:10LB
26,B_B2,B,TECK,CR,2,150,0.033,B_B2BTECKCR2150,18,1:10LB
26,B_B2,B,TECK,CR,2,150,0.031,B_B2BTECKCR2150,24,1:10LB
26,B_B2,B,TECK,CR,2,150,0.031,B_B2BTECKCR2150,45,1:10LB
26,B_B2,B,TECK,CR,2,150,0.054,B_B2BTECKCR2150,48,1:10LB
26,B_B2,B,TECK,CR,2,150,0.298,B_B2BTECKCR2150,60,1:10LB
26,B_B2,B,TECK,CR,2,150,0.436,B_B2BTECKCR2150,72,1:10LB
26,B_B2,B,TECK,CR,2,150,0.485,B_B2BTECKCR2150,84,1:10LB
26,B_B2,B,TECK,CR,2,150,0.461,B_B2BTECKCR2150,96,1:10LB
27,B_B2,B,TECK,CR,2,300,0.133,B_B2BTECKCR2300,0,1:10LB
27,B_B2,B,TECK,CR,2,300,0.106,B_B2BTECKCR2300,6,1:10LB
27,B_B2,B,TECK,CR,2,300,0.082,B_B2BTECKCR2300,12,1:10LB
27,B_B2,B,TECK,CR,2,300,0.064,B_B2BTECKCR2300,18,1:10LB
27,B_B2,B,TECK,CR,2,300,0.055,B_B2BTECKCR2300,24,1:10LB
27,B_B2,B,TECK,CR,2,300,0.041,B_B2BTECKCR2300,45,1:10LB
27,B_B2,B,TECK,CR,2,300,0.039,B_B2BTECKCR2300,48,1:10LB
27,B_B2,B,TECK,CR,2,300,0.035,B_B2BTECKCR2300,60,1:10LB
27,B_B2,B,TECK,CR,2,300,0.031,B_B2BTECKCR2300,72,1:10LB
27,B_B2,B,TECK,CR,2,300,0.029,B_B2BTECKCR2300,84,1:10LB
27,B_B2,B,TECK,CR,2,300,0.029,B_B2BTECKCR2300,96,1:10LB
28,B_B2,B,TECK,CR,2,600,0.004,B_B2BTECKCR2600,0,1:10LB
28,B_B2,B,TECK,CR,2,600,0.004,B_B2BTECKCR2600,6,1:10LB
28,B_B2,B,TECK,CR,2,600,0.005,B_B2BTECKCR2600,12,1:10LB
28,B_B2,B,TECK,CR,2,600,0.004,B_B2BTECKCR2600,18,1:10LB
28,B_B2,B,TECK,CR,2,600,0.006,B_B2BTECKCR2600,24,1:10LB
28,B_B2,B,TECK,CR,2,600,0.007,B_B2BTECKCR2600,45,1:10LB
28,B_B2,B,TECK,CR,2,600,0.006,B_B2BTECKCR2600,48,1:10LB
28,B_B2,B,TECK,CR,2,600,0.007,B_B2BTECKCR2600,60,1:10LB
28,B_B2,B,TECK,CR,2,600,0.007,B_B2BTECKCR2600,72,1:10LB
28,B_B2,B,TECK,CR,2,600,0.008,B_B2BTECKCR2600,84,1:10LB
28,B_B2,B,TECK,CR,2,600,0.008,B_B2BTECKCR2600,96,1:10LB
29,B_B2,B,TECK,CR,2,750,0,B_B2BTECKCR2750,0,1:10LB
29,B_B2,B,TECK,CR,2,750,0,B_B2BTECKCR2750,6,1:10LB
29,B_B2,B,TECK,CR,2,750,0,B_B2BTECKCR2750,12,1:10LB
29,B_B2,B,TECK,CR,2,750,0,B_B2BTECKCR2750,18,1:10LB
